id,xmin,ymin,xmax,ymax
32.png,847.0,1020.0,859.0,1041.0
32.png,845.0,918.0,858.0,945.0
32.png,861.0,921.0,878.0,955.0
32.png,682.0,1069.0,716.0,1114.0
32.png,672.0,941.0,703.0,974.0
32.png,717.0,1255.0,747.0,1291.0
32.png,668.0,859.0,696.0,894.0
32.png,630.0,804.0,647.0,818.0
32.png,663.0,807.0,696.0,848.0
32.png,461.0,660.0,478.0,720.0
32.png,443.0,663.0,456.0,684.0
32.png,503.0,460.0,522.0,483.0
32.png,696.0,1209.0,722.0,1245.0
32.png,435.0,1296.0,449.0,1318.0
32.png,484.0,726.0,501.0,765.0
32.png,834.0,1752.0,865.0,1768.0
32.png,960.0,1296.0,992.0,1331.0
32.png,859.0,1683.0,879.0,1691.0
32.png,137.0,1279.0,169.0,1322.0
32.png,529.0,1576.0,569.0,1655.0
32.png,763.0,1445.0,785.0,1473.0
32.png,743.0,1388.0,751.0,1405.0
32.png,734.0,1334.0,766.0,1370.0
32.png,358.0,1312.0,390.0,1363.0
32.png,132.0,1162.0,157.0,1199.0
32.png,441.0,219.0,465.0,233.0
32.png,740.0,369.0,767.0,392.0
32.png,674.0,270.0,708.0,297.0
32.png,433.0,388.0,510.0,410.0
32.png,591.0,535.0,645.0,556.0
32.png,571.0,505.0,582.0,531.0
32.png,506.0,522.0,526.0,580.0
32.png,540.0,467.0,560.0,518.0
32.png,527.0,495.0,540.0,526.0
32.png,525.0,463.0,536.0,490.0
32.png,431.0,416.0,507.0,436.0
32.png,101.0,337.0,113.0,358.0
32.png,468.0,438.0,507.0,452.0
32.png,439.0,456.0,504.0,482.0
32.png,440.0,486.0,498.0,508.0
32.png,437.0,531.0,491.0,551.0
32.png,446.0,554.0,498.0,572.0
32.png,465.0,730.0,477.0,761.0
32.png,444.0,258.0,477.0,272.0
32.png,444.0,232.0,477.0,245.0
32.png,468.0,1365.0,487.0,1404.0
32.png,443.0,310.0,480.0,322.0
32.png,645.0,664.0,672.0,704.0
32.png,92.0,700.0,126.0,748.0
32.png,69.0,285.0,86.0,293.0
32.png,68.0,292.0,85.0,301.0
32.png,69.0,309.0,89.0,317.0
32.png,79.0,317.0,98.0,326.0
32.png,80.0,325.0,97.0,333.0
32.png,81.0,332.0,97.0,341.0
32.png,83.0,339.0,99.0,348.0
32.png,81.0,348.0,100.0,356.0
32.png,82.0,354.0,100.0,363.0
33.png,4452.0,2633.0,4497.0,2671.0
33.png,5671.0,444.0,5686.0,485.0
33.png,5667.0,401.0,5687.0,439.0
33.png,5665.0,369.0,5675.0,394.0
33.png,5660.0,224.0,5670.0,249.0
33.png,5661.0,191.0,5670.0,220.0
33.png,6040.0,161.0,6049.0,195.0
33.png,6036.0,204.0,6049.0,235.0
33.png,6028.0,198.0,6043.0,235.0
33.png,6026.0,239.0,6045.0,272.0
33.png,6017.0,341.0,6037.0,381.0
33.png,6008.0,387.0,6028.0,425.0
33.png,1611.0,1231.0,1648.0,1261.0
33.png,1246.0,991.0,1310.0,1033.0
33.png,1424.0,1081.0,1471.0,1107.0
33.png,1315.0,1023.0,1357.0,1051.0
33.png,1417.0,1089.0,1462.0,1121.0
33.png,1473.0,1102.0,1536.0,1147.0
33.png,1466.0,1120.0,1531.0,1166.0
33.png,1461.0,1137.0,1520.0,1178.0
33.png,1446.0,1149.0,1516.0,1197.0
33.png,1531.0,1131.0,1587.0,1171.0
33.png,1527.0,1147.0,1586.0,1188.0
33.png,1593.0,1161.0,1635.0,1192.0
33.png,1630.0,1181.0,1700.0,1229.0
33.png,1620.0,1196.0,1691.0,1246.0
33.png,612.0,749.0,762.0,824.0
33.png,77.0,1975.0,116.0,2030.0
33.png,6.0,3445.0,154.0,3570.0
33.png,6.0,3484.0,137.0,3596.0
33.png,526.0,1769.0,1075.0,2006.0
33.png,804.0,772.0,860.0,812.0
33.png,1610.0,1211.0,1680.0,1262.0
33.png,1597.0,1238.0,1640.0,1277.0
33.png,3455.0,2936.0,3998.0,3286.0
33.png,3584.0,2213.0,3927.0,2428.0
33.png,4144.0,4226.0,4404.0,4339.0
33.png,4591.0,2708.0,4855.0,2871.0
33.png,4494.0,2656.0,4576.0,2716.0
33.png,4886.0,2203.0,5064.0,2316.0
33.png,5054.0,2288.0,5189.0,2380.0
33.png,2596.0,4145.0,2643.0,4196.0
33.png,1730.0,1234.0,2024.0,1416.0
33.png,2083.0,1412.0,2327.0,1562.0
33.png,2688.0,4037.0,2780.0,4138.0
33.png,2758.0,1757.0,3156.0,2009.0
33.png,5679.0,502.0,5695.0,533.0
33.png,5657.0,252.0,5667.0,273.0
33.png,5657.0,160.0,5669.0,187.0
33.png,5272.0,1388.0,5537.0,1833.0
34.png,675.0,1113.0,706.0,1136.0
34.png,1340.0,626.0,1370.0,659.0
34.png,1208.0,730.0,1243.0,764.0
34.png,1218.0,741.0,1254.0,778.0
34.png,1229.0,755.0,1265.0,790.0
34.png,1265.0,729.0,1295.0,761.0
34.png,1297.0,767.0,1334.0,802.0
34.png,1306.0,787.0,1339.0,818.0
34.png,1437.0,443.0,1500.0,516.0
34.png,1327.0,811.0,1364.0,845.0
34.png,1485.0,456.0,1523.0,496.0
34.png,1500.0,457.0,1543.0,507.0
34.png,1518.0,475.0,1554.0,520.0
34.png,1533.0,492.0,1565.0,529.0
34.png,1553.0,499.0,1586.0,542.0
34.png,1581.0,526.0,1616.0,565.0
34.png,1245.0,698.0,1283.0,733.0
34.png,1269.0,812.0,1306.0,846.0
34.png,459.0,1214.0,502.0,1240.0
34.png,1480.0,696.0,1522.0,741.0
34.png,1123.0,931.0,1177.0,977.0
34.png,1099.0,899.0,1151.0,945.0
34.png,1166.0,984.0,1208.0,1023.0
34.png,1012.0,1067.0,1047.0,1099.0
34.png,1411.0,626.0,1454.0,669.0
34.png,1438.0,650.0,1483.0,696.0
34.png,1391.0,679.0,1426.0,717.0
34.png,1238.0,770.0,1274.0,805.0
34.png,1360.0,649.0,1400.0,689.0
34.png,1401.0,614.0,1436.0,652.0
34.png,1389.0,596.0,1429.0,637.0
34.png,1372.0,582.0,1415.0,626.0
34.png,1328.0,581.0,1381.0,635.0
34.png,1277.0,738.0,1315.0,776.0
34.png,1595.0,537.0,1631.0,578.0
34.png,1610.0,554.0,1643.0,595.0
34.png,1582.0,599.0,1609.0,631.0
34.png,1555.0,581.0,1594.0,627.0
34.png,882.0,670.0,911.0,696.0
34.png,1796.0,76.0,1825.0,113.0
34.png,1715.0,308.0,1769.0,379.0
34.png,1683.0,317.0,1708.0,348.0
34.png,1645.0,359.0,1679.0,402.0
34.png,1620.0,343.0,1659.0,389.0
34.png,1658.0,285.0,1701.0,338.0
34.png,1641.0,266.0,1685.0,322.0
34.png,1592.0,328.0,1641.0,386.0
34.png,1619.0,249.0,1669.0,309.0
34.png,1559.0,275.0,1620.0,345.0
34.png,1667.0,377.0,1721.0,446.0
34.png,1524.0,559.0,1561.0,604.0
34.png,1544.0,570.0,1580.0,612.0
34.png,1191.0,912.0,1241.0,957.0
34.png,1179.0,894.0,1229.0,939.0
34.png,1165.0,880.0,1214.0,922.0
34.png,534.0,1259.0,572.0,1287.0
34.png,229.0,1242.0,286.0,1278.0
34.png,307.0,1263.0,349.0,1290.0
34.png,242.0,1277.0,300.0,1309.0
34.png,263.0,1295.0,305.0,1326.0
34.png,305.0,1245.0,343.0,1272.0
34.png,470.0,1275.0,519.0,1309.0
34.png,513.0,1212.0,564.0,1245.0
34.png,478.0,1078.0,524.0,1109.0
34.png,514.0,1193.0,561.0,1223.0
34.png,458.0,1229.0,509.0,1264.0
34.png,441.0,1188.0,491.0,1219.0
34.png,496.0,1148.0,539.0,1179.0
34.png,489.0,1123.0,538.0,1157.0
34.png,434.0,1143.0,479.0,1173.0
34.png,228.0,1189.0,275.0,1220.0
34.png,282.0,1189.0,334.0,1219.0
34.png,278.0,1168.0,330.0,1202.0
34.png,220.0,1171.0,269.0,1202.0
34.png,262.0,1118.0,309.0,1146.0
34.png,193.0,1135.0,255.0,1176.0
34.png,425.0,1059.0,494.0,1099.0
34.png,234.0,1097.0,289.0,1133.0
34.png,482.0,1102.0,533.0,1137.0
34.png,626.0,996.0,666.0,1027.0
34.png,1144.0,851.0,1183.0,887.0
34.png,938.0,1078.0,989.0,1117.0
34.png,928.0,927.0,988.0,976.0
34.png,939.0,941.0,1015.0,1000.0
34.png,955.0,976.0,1007.0,1019.0
34.png,894.0,1008.0,954.0,1055.0
34.png,913.0,1028.0,969.0,1076.0
34.png,909.0,1053.0,979.0,1106.0
34.png,998.0,1045.0,1046.0,1085.0
34.png,624.0,1020.0,676.0,1053.0
34.png,985.0,1016.0,1038.0,1064.0
34.png,1102.0,788.0,1156.0,837.0
34.png,1124.0,814.0,1154.0,843.0
34.png,1127.0,825.0,1178.0,871.0
34.png,1084.0,862.0,1126.0,902.0
34.png,1093.0,878.0,1143.0,920.0
34.png,918.0,909.0,966.0,952.0
34.png,897.0,879.0,969.0,935.0
34.png,835.0,920.0,894.0,969.0
34.png,747.0,1197.0,804.0,1229.0
34.png,687.0,1213.0,744.0,1251.0
34.png,678.0,1192.0,734.0,1231.0
34.png,673.0,1175.0,723.0,1207.0
34.png,732.0,1154.0,786.0,1189.0
34.png,664.0,1150.0,716.0,1185.0
34.png,666.0,1129.0,712.0,1158.0
34.png,722.0,1111.0,766.0,1140.0
34.png,715.0,1084.0,773.0,1122.0
34.png,649.0,1084.0,699.0,1117.0
34.png,638.0,1063.0,691.0,1096.0
34.png,696.0,1050.0,736.0,1076.0
34.png,689.0,1019.0,746.0,1056.0
34.png,684.0,997.0,740.0,1031.0
34.png,1814.0,99.0,1834.0,129.0
34.png,2003.0,222.0,2019.0,247.0
34.png,1796.0,129.0,1818.0,154.0
34.png,1265.0,803.0,1294.0,831.0
34.png,1597.0,604.0,1623.0,630.0
34.png,1354.0,641.0,1384.0,673.0
34.png,1402.0,706.0,1431.0,733.0
34.png,1440.0,744.0,1472.0,774.0
34.png,1468.0,690.0,1496.0,719.0
34.png,1233.0,688.0,1264.0,718.0
34.png,1281.0,831.0,1315.0,858.0
34.png,1818.0,136.0,1842.0,163.0
34.png,1296.0,851.0,1320.0,868.0
34.png,1322.0,800.0,1357.0,825.0
34.png,948.0,1100.0,1009.0,1146.0
34.png,292.0,1213.0,330.0,1239.0
34.png,317.0,1285.0,354.0,1307.0
34.png,249.0,1310.0,317.0,1351.0
34.png,1620.0,573.0,1648.0,600.0
34.png,1471.0,510.0,1498.0,544.0
34.png,1666.0,365.0,1694.0,396.0
34.png,1600.0,317.0,1624.0,347.0
34.png,1613.0,250.0,1639.0,283.0
34.png,1701.0,330.0,1729.0,361.0
34.png,1758.0,366.0,1783.0,394.0
34.png,1741.0,364.0,1766.0,391.0
34.png,1765.0,331.0,1788.0,359.0
34.png,2072.0,232.0,2090.0,262.0
34.png,2055.0,223.0,2068.0,247.0
34.png,2014.0,224.0,2030.0,252.0
34.png,1822.0,192.0,1842.0,218.0
34.png,1810.0,189.0,1829.0,217.0
34.png,1796.0,181.0,1819.0,211.0
34.png,1772.0,169.0,1798.0,200.0
34.png,1833.0,143.0,1852.0,174.0
35.png,672.0,406.0,696.0,435.0
35.png,969.0,69.0,981.0,93.0
35.png,773.0,695.0,793.0,726.0
35.png,5673.0,995.0,5685.0,1014.0
35.png,2650.0,1229.0,2667.0,1259.0
35.png,2535.0,634.0,2544.0,652.0
35.png,2550.0,632.0,2557.0,651.0
35.png,1403.0,978.0,1434.0,1000.0
35.png,1173.0,818.0,1192.0,846.0
35.png,2014.0,1079.0,2034.0,1113.0
35.png,808.0,703.0,825.0,734.0
35.png,1287.0,108.0,1317.0,126.0
35.png,4523.0,154.0,4537.0,185.0
35.png,4504.0,233.0,4520.0,258.0
36.png,1.0,213.0,76.0,275.0
36.png,90.0,233.0,130.0,279.0
36.png,70.0,261.0,138.0,338.0
36.png,63.0,303.0,105.0,347.0
36.png,46.0,396.0,115.0,462.0
36.png,33.0,450.0,81.0,478.0
36.png,16.0,587.0,54.0,644.0
36.png,107.0,618.0,137.0,664.0
36.png,137.0,617.0,181.0,697.0
36.png,193.0,633.0,237.0,660.0
36.png,229.0,647.0,259.0,701.0
36.png,261.0,649.0,313.0,681.0
36.png,333.0,673.0,373.0,701.0
36.png,295.0,679.0,318.0,714.0
36.png,438.0,712.0,469.0,760.0
36.png,524.0,727.0,576.0,761.0
36.png,713.0,781.0,771.0,816.0
36.png,897.0,850.0,973.0,903.0
36.png,977.0,888.0,1016.0,916.0
36.png,951.0,899.0,973.0,931.0
36.png,1310.0,1015.0,1355.0,1046.0
36.png,1388.0,1044.0,1444.0,1080.0
36.png,1462.0,1060.0,1512.0,1094.0
36.png,1523.0,1078.0,1574.0,1104.0
36.png,1132.0,435.0,1174.0,483.0
36.png,1024.0,397.0,1110.0,465.0
36.png,1.0,256.0,69.0,309.0
36.png,82.0,164.0,155.0,251.0
36.png,1113.0,471.0,1148.0,506.0
36.png,40.0,132.0,87.0,169.0
36.png,38.0,91.0,87.0,132.0
36.png,97.0,122.0,142.0,175.0
36.png,124.0,113.0,162.0,153.0
36.png,1056.0,441.0,1101.0,480.0
36.png,1045.0,488.0,1094.0,529.0
36.png,1141.0,971.0,1160.0,998.0
36.png,58.0,343.0,104.0,398.0
36.png,598.0,563.0,647.0,593.0
36.png,437.0,557.0,481.0,585.0
36.png,1019.0,489.0,1048.0,513.0
36.png,843.0,385.0,867.0,398.0
36.png,840.0,389.0,863.0,406.0
36.png,1475.0,915.0,1524.0,951.0
36.png,1247.0,328.0,1273.0,349.0
36.png,1017.0,275.0,1052.0,282.0
36.png,1096.0,497.0,1142.0,547.0
36.png,999.0,529.0,1091.0,608.0
36.png,1104.0,574.0,1148.0,625.0
36.png,1076.0,592.0,1132.0,657.0
36.png,1021.0,602.0,1064.0,640.0
36.png,990.0,631.0,1068.0,700.0
36.png,1074.0,633.0,1115.0,688.0
36.png,1054.0,680.0,1112.0,759.0
36.png,1091.0,684.0,1125.0,724.0
36.png,988.0,673.0,1068.0,745.0
36.png,518.0,587.0,610.0,642.0
37.png,24.0,1356.0,46.0,1383.0
37.png,9.0,1351.0,36.0,1377.0
37.png,183.0,1167.0,203.0,1187.0
37.png,9.0,1060.0,24.0,1087.0
37.png,70.0,910.0,96.0,935.0
37.png,397.0,894.0,417.0,918.0
37.png,403.0,814.0,426.0,838.0
37.png,657.0,1104.0,682.0,1122.0
37.png,635.0,962.0,658.0,986.0
37.png,646.0,956.0,665.0,980.0
37.png,653.0,948.0,675.0,974.0
37.png,1001.0,1089.0,1022.0,1111.0
37.png,1051.0,1034.0,1074.0,1057.0
37.png,912.0,580.0,927.0,601.0
37.png,954.0,427.0,974.0,452.0
37.png,457.0,330.0,489.0,362.0
37.png,1153.0,255.0,1182.0,285.0
37.png,1129.0,225.0,1153.0,250.0
37.png,1201.0,210.0,1222.0,232.0
37.png,1215.0,233.0,1232.0,251.0
37.png,1062.0,140.0,1087.0,165.0
37.png,1032.0,108.0,1058.0,135.0
37.png,997.0,66.0,1023.0,92.0
37.png,53.0,945.0,77.0,970.0
37.png,645.0,254.0,673.0,279.0
37.png,963.0,24.0,989.0,49.0
37.png,1593.0,645.0,1616.0,667.0
37.png,1587.0,668.0,1614.0,691.0
37.png,1208.0,939.0,1229.0,955.0
37.png,1246.0,923.0,1270.0,947.0
37.png,1671.0,927.0,1702.0,949.0
37.png,1934.0,398.0,1971.0,439.0
37.png,1989.0,373.0,2021.0,400.0
37.png,636.0,37.0,664.0,64.0
37.png,633.0,4.0,659.0,27.0
37.png,669.0,3.0,701.0,33.0
37.png,579.0,46.0,605.0,74.0
37.png,710.0,1299.0,735.0,1328.0
38.png,1568.0,508.0,1583.0,531.0
38.png,1720.0,458.0,1736.0,485.0
38.png,1633.0,423.0,1665.0,442.0
38.png,2111.0,319.0,2127.0,344.0
38.png,1094.0,791.0,1117.0,822.0
38.png,1022.0,844.0,1038.0,873.0
38.png,796.0,882.0,816.0,915.0
38.png,321.0,935.0,339.0,966.0
39.png,507.0,668.0,557.0,693.0
39.png,402.0,542.0,418.0,567.0
39.png,414.0,536.0,432.0,563.0
39.png,462.0,504.0,516.0,538.0
39.png,477.0,526.0,523.0,550.0
39.png,484.0,545.0,533.0,569.0
39.png,491.0,564.0,536.0,588.0
39.png,492.0,583.0,541.0,610.0
39.png,494.0,604.0,546.0,632.0
39.png,500.0,624.0,554.0,653.0
39.png,506.0,648.0,552.0,671.0
39.png,513.0,687.0,567.0,716.0
39.png,668.0,472.0,705.0,492.0
39.png,520.0,710.0,572.0,735.0
39.png,525.0,731.0,575.0,756.0
39.png,531.0,755.0,576.0,777.0
39.png,530.0,774.0,584.0,801.0
39.png,540.0,798.0,586.0,820.0
39.png,543.0,816.0,594.0,842.0
39.png,556.0,829.0,648.0,868.0
39.png,600.0,808.0,636.0,830.0
39.png,598.0,790.0,638.0,809.0
39.png,592.0,768.0,627.0,788.0
39.png,388.0,546.0,406.0,572.0
39.png,375.0,549.0,393.0,578.0
39.png,363.0,556.0,379.0,581.0
39.png,337.0,567.0,353.0,591.0
39.png,125.0,849.0,156.0,866.0
39.png,123.0,838.0,153.0,854.0
39.png,151.0,830.0,183.0,848.0
39.png,120.0,827.0,150.0,844.0
39.png,119.0,815.0,147.0,833.0
39.png,145.0,807.0,176.0,825.0
39.png,116.0,804.0,145.0,823.0
39.png,109.0,784.0,137.0,801.0
39.png,346.0,675.0,373.0,717.0
39.png,328.0,681.0,355.0,725.0
39.png,309.0,687.0,337.0,732.0
39.png,290.0,694.0,319.0,739.0
39.png,273.0,701.0,298.0,744.0
39.png,255.0,707.0,282.0,752.0
39.png,239.0,716.0,263.0,758.0
39.png,232.0,605.0,249.0,634.0
39.png,257.0,595.0,274.0,622.0
39.png,270.0,591.0,288.0,619.0
39.png,284.0,584.0,301.0,612.0
39.png,296.0,580.0,315.0,610.0
39.png,323.0,572.0,339.0,596.0
39.png,588.0,748.0,623.0,768.0
39.png,583.0,729.0,618.0,747.0
39.png,578.0,706.0,623.0,728.0
39.png,679.0,719.0,715.0,739.0
39.png,685.0,755.0,723.0,774.0
39.png,687.0,774.0,729.0,793.0
39.png,698.0,788.0,764.0,817.0
39.png,733.0,767.0,770.0,786.0
39.png,730.0,751.0,766.0,770.0
39.png,727.0,734.0,764.0,754.0
39.png,723.0,719.0,760.0,738.0
39.png,720.0,704.0,756.0,722.0
39.png,715.0,688.0,748.0,705.0
39.png,712.0,670.0,749.0,690.0
39.png,708.0,656.0,744.0,674.0
39.png,705.0,638.0,742.0,658.0
39.png,702.0,625.0,737.0,643.0
39.png,701.0,607.0,736.0,625.0
39.png,697.0,592.0,732.0,610.0
39.png,690.0,574.0,729.0,595.0
39.png,689.0,562.0,723.0,580.0
39.png,685.0,546.0,722.0,566.0
39.png,681.0,531.0,719.0,552.0
39.png,679.0,519.0,713.0,535.0
39.png,674.0,503.0,713.0,522.0
39.png,679.0,738.0,719.0,757.0
39.png,670.0,701.0,709.0,722.0
39.png,573.0,687.0,613.0,707.0
39.png,670.0,683.0,706.0,701.0
39.png,568.0,667.0,608.0,687.0
39.png,563.0,645.0,605.0,667.0
39.png,559.0,626.0,596.0,648.0
39.png,554.0,604.0,596.0,628.0
39.png,552.0,586.0,587.0,607.0
39.png,547.0,565.0,587.0,587.0
39.png,544.0,548.0,582.0,567.0
39.png,537.0,529.0,578.0,551.0
39.png,535.0,511.0,574.0,532.0
39.png,524.0,474.0,566.0,496.0
39.png,624.0,472.0,664.0,493.0
39.png,630.0,493.0,665.0,513.0
39.png,634.0,514.0,668.0,531.0
39.png,636.0,531.0,673.0,552.0
39.png,643.0,555.0,673.0,572.0
39.png,641.0,570.0,682.0,590.0
39.png,645.0,587.0,687.0,610.0
39.png,654.0,606.0,692.0,626.0
39.png,656.0,626.0,694.0,645.0
39.png,659.0,643.0,700.0,665.0
39.png,663.0,663.0,704.0,683.0
39.png,161.0,863.0,188.0,879.0
39.png,133.0,883.0,162.0,900.0
39.png,140.0,892.0,172.0,911.0
39.png,580.0,1000.0,627.0,1025.0
39.png,633.0,982.0,676.0,1006.0
39.png,627.0,965.0,669.0,987.0
39.png,618.0,941.0,670.0,969.0
39.png,510.0,1199.0,537.0,1215.0
39.png,485.0,1178.0,534.0,1204.0
39.png,480.0,1158.0,531.0,1184.0
39.png,474.0,1136.0,523.0,1164.0
39.png,473.0,1114.0,525.0,1142.0
39.png,464.0,1091.0,521.0,1122.0
39.png,461.0,1069.0,522.0,1101.0
39.png,455.0,1048.0,516.0,1079.0
39.png,444.0,1007.0,501.0,1037.0
39.png,316.0,1142.0,356.0,1176.0
39.png,300.0,1190.0,364.0,1240.0
39.png,303.0,1159.0,371.0,1211.0
39.png,372.0,1165.0,406.0,1225.0
39.png,412.0,1203.0,448.0,1221.0
39.png,444.0,1178.0,478.0,1197.0
39.png,441.0,1164.0,474.0,1182.0
39.png,438.0,1149.0,468.0,1166.0
39.png,435.0,1135.0,466.0,1153.0
39.png,566.0,976.0,623.0,1005.0
39.png,583.0,1019.0,634.0,1047.0
39.png,430.0,1107.0,458.0,1123.0
39.png,636.0,1001.0,679.0,1026.0
39.png,785.0,967.0,827.0,990.0
39.png,779.0,948.0,818.0,972.0
39.png,734.0,958.0,778.0,984.0
39.png,730.0,940.0,773.0,965.0
39.png,775.0,931.0,813.0,953.0
39.png,771.0,912.0,808.0,933.0
39.png,725.0,921.0,768.0,946.0
39.png,727.0,893.0,787.0,924.0
39.png,603.0,1105.0,654.0,1132.0
39.png,603.0,1125.0,661.0,1155.0
39.png,616.0,1149.0,662.0,1174.0
39.png,681.0,1154.0,720.0,1178.0
39.png,673.0,1135.0,716.0,1157.0
39.png,667.0,1114.0,713.0,1138.0
39.png,665.0,1093.0,709.0,1119.0
39.png,657.0,1076.0,703.0,1100.0
39.png,654.0,1057.0,699.0,1082.0
39.png,594.0,1063.0,643.0,1089.0
39.png,588.0,1042.0,640.0,1068.0
39.png,648.0,1036.0,693.0,1063.0
39.png,643.0,1020.0,682.0,1044.0
39.png,424.0,1121.0,460.0,1141.0
39.png,423.0,1091.0,456.0,1109.0
39.png,156.0,897.0,193.0,918.0
39.png,259.0,952.0,293.0,1011.0
39.png,202.0,966.0,250.0,1059.0
39.png,188.0,976.0,202.0,1007.0
39.png,172.0,933.0,190.0,967.0
39.png,183.0,932.0,201.0,965.0
39.png,192.0,924.0,212.0,961.0
39.png,207.0,841.0,234.0,857.0
39.png,202.0,830.0,233.0,848.0
39.png,200.0,822.0,226.0,838.0
39.png,196.0,812.0,224.0,828.0
39.png,63.0,786.0,88.0,798.0
39.png,70.0,802.0,95.0,818.0
39.png,72.0,812.0,97.0,828.0
39.png,72.0,823.0,96.0,839.0
39.png,76.0,833.0,99.0,848.0
39.png,80.0,844.0,103.0,858.0
39.png,82.0,863.0,107.0,877.0
39.png,84.0,872.0,110.0,888.0
39.png,87.0,882.0,113.0,897.0
39.png,91.0,892.0,118.0,907.0
39.png,91.0,903.0,118.0,918.0
39.png,92.0,912.0,124.0,930.0
39.png,240.0,981.0,278.0,1062.0
39.png,286.0,950.0,306.0,997.0
39.png,456.0,1029.0,506.0,1054.0
39.png,215.0,878.0,249.0,898.0
39.png,417.0,1026.0,451.0,1090.0
39.png,397.0,1041.0,423.0,1087.0
39.png,472.0,825.0,506.0,882.0
39.png,443.0,826.0,483.0,896.0
39.png,421.0,841.0,458.0,899.0
39.png,447.0,764.0,487.0,827.0
39.png,429.0,772.0,457.0,817.0
39.png,410.0,780.0,439.0,825.0
39.png,385.0,780.0,419.0,835.0
39.png,368.0,793.0,396.0,840.0
39.png,347.0,800.0,378.0,850.0
39.png,263.0,825.0,295.0,878.0
39.png,285.0,821.0,314.0,869.0
39.png,305.0,815.0,335.0,864.0
39.png,324.0,805.0,357.0,858.0
39.png,390.0,847.0,424.0,898.0
39.png,366.0,852.0,404.0,919.0
39.png,345.0,873.0,380.0,930.0
39.png,318.0,881.0,353.0,946.0
39.png,288.0,882.0,324.0,944.0
39.png,208.0,860.0,239.0,878.0
39.png,670.0,487.0,709.0,506.0
39.png,666.0,458.0,699.0,475.0
39.png,1196.0,504.0,1220.0,518.0
39.png,1166.0,398.0,1200.0,415.0
39.png,1171.0,414.0,1203.0,430.0
39.png,1123.0,416.0,1164.0,438.0
39.png,1124.0,436.0,1171.0,461.0
39.png,1174.0,426.0,1207.0,444.0
39.png,1181.0,444.0,1204.0,457.0
39.png,1128.0,458.0,1174.0,481.0
39.png,1131.0,478.0,1180.0,502.0
39.png,1185.0,471.0,1219.0,488.0
39.png,1144.0,500.0,1180.0,518.0
39.png,1143.0,518.0,1188.0,541.0
39.png,664.0,445.0,694.0,461.0
39.png,1202.0,546.0,1235.0,563.0
39.png,1154.0,555.0,1199.0,580.0
39.png,1158.0,575.0,1203.0,598.0
39.png,1211.0,577.0,1238.0,592.0
39.png,1217.0,591.0,1243.0,606.0
39.png,1161.0,592.0,1209.0,618.0
39.png,1186.0,606.0,1250.0,636.0
39.png,1267.0,499.0,1289.0,514.0
39.png,1274.0,514.0,1290.0,526.0
39.png,1280.0,572.0,1310.0,588.0
39.png,1118.0,395.0,1161.0,420.0
39.png,1160.0,368.0,1195.0,385.0
39.png,1107.0,376.0,1154.0,400.0
39.png,1155.0,353.0,1189.0,371.0
39.png,1056.0,569.0,1094.0,589.0
39.png,1018.0,598.0,1057.0,617.0
39.png,1060.0,586.0,1098.0,606.0
39.png,1064.0,604.0,1102.0,624.0
39.png,1027.0,632.0,1067.0,654.0
39.png,1069.0,622.0,1108.0,644.0
39.png,1074.0,640.0,1110.0,662.0
39.png,1029.0,650.0,1070.0,671.0
39.png,1053.0,658.0,1114.0,687.0
39.png,1233.0,368.0,1257.0,383.0
39.png,1219.0,312.0,1243.0,327.0
39.png,1087.0,273.0,1130.0,297.0
39.png,1139.0,264.0,1166.0,281.0
39.png,1140.0,278.0,1172.0,295.0
39.png,1089.0,291.0,1137.0,319.0
39.png,1096.0,314.0,1140.0,339.0
39.png,1146.0,295.0,1172.0,310.0
39.png,1148.0,310.0,1174.0,325.0
39.png,1152.0,338.0,1185.0,356.0
39.png,1098.0,334.0,1148.0,361.0
39.png,1109.0,358.0,1151.0,380.0
39.png,1270.0,606.0,1312.0,644.0
39.png,1286.0,654.0,1329.0,697.0
39.png,1294.0,685.0,1339.0,709.0
39.png,1388.0,364.0,1431.0,387.0
39.png,1396.0,398.0,1442.0,424.0
39.png,1405.0,420.0,1455.0,448.0
39.png,1416.0,460.0,1445.0,480.0
39.png,1411.0,447.0,1452.0,469.0
39.png,1410.0,471.0,1463.0,502.0
39.png,1398.0,383.0,1427.0,399.0
39.png,1378.0,341.0,1410.0,354.0
39.png,1307.0,706.0,1345.0,728.0
39.png,1418.0,290.0,1448.0,340.0
39.png,1316.0,728.0,1349.0,746.0
39.png,1321.0,742.0,1352.0,761.0
39.png,1324.0,765.0,1361.0,784.0
39.png,1327.0,781.0,1364.0,801.0
39.png,1340.0,798.0,1366.0,813.0
39.png,1355.0,852.0,1380.0,868.0
39.png,1358.0,865.0,1385.0,881.0
39.png,1360.0,880.0,1387.0,894.0
39.png,1365.0,892.0,1391.0,908.0
39.png,1368.0,907.0,1396.0,922.0
39.png,1373.0,936.0,1401.0,952.0
39.png,1378.0,950.0,1408.0,967.0
39.png,1497.0,406.0,1558.0,442.0
39.png,1495.0,377.0,1524.0,392.0
39.png,1489.0,353.0,1536.0,379.0
39.png,1481.0,310.0,1519.0,338.0
39.png,1470.0,294.0,1494.0,328.0
39.png,1454.0,246.0,1484.0,306.0
39.png,1380.0,271.0,1403.0,309.0
39.png,1398.0,273.0,1417.0,307.0
39.png,1406.0,258.0,1426.0,291.0
39.png,1015.0,577.0,1052.0,599.0
